"region","population","sex","age","education","income","statusquo","vote"
"C",250000,"F",32,"S",200000,1.23437,"Y"
"C",250000,"M",25,"S",125000,-0.80253,"N"
"C",250000,"M",70,"S",75000,1.39831,"Y"
"C",250000,"M",60,"S",200000,1.3094,"Y"
"C",250000,"M",48,"S",200000,-0.54021,"N"
"C",250000,"F",70,"S",35000,-0.13432,"U"
"C",250000,"F",22,"PS",75000,-1.06935,"N"
"C",250000,"F",30,"PS",35000,-0.1658,"Y"
"C",250000,"M",31,"PS",75000,1.13365,"Y"
"C",250000,"M",28,"S",15000,-0.32557,"U"
"C",250000,"F",45,"S",35000,-0.90844,"N"
"C",250000,"F",70,"S",35000,-1.19739,"N"
"C",250000,"F",23,"PS",200000,-1.1886,"N"
"C",250000,"M",20,"PS",75000,-0.12758,"U"
"C",250000,"M",52,"S",15000,0.29255,"U"
"C",250000,"M",65,"PS",35000,1.5877,"Y"
"C",250000,"F",37,"S",7500,-1.29629,"N"
"C",250000,"M",24,"S",75000,-0.68517,"N"
"C",250000,"F",18,"S",15000,-1.25795,"N"
"C",250000,"M",41,"P",2500,-1.29617,"N"
"C",250000,"F",28,"S",15000,-1.25795,"N"
"C",250000,"F",19,"S",15000,-0.08274,"Y"
"C",250000,"M",21,"S",35000,-0.92488,"A"
"C",250000,"F",36,"P",15000,-1.29617,"U"
"C",8750,"F",27,"S",7500,0.3505,"U"
"C",8750,"F",40,"S",15000,0.80306,"Y"
"C",8750,"M",25,"S",35000,-0.9788,"U"
"C",8750,"F",69,"P",7500,1.32322,"Y"
"C",8750,"M",70,"P",200000,0.51325,"Y"
"C",8750,"M",39,"P",2500,-0.86279,"U"
"C",8750,"M",70,"P",7500,0.35125,"U"
"C",8750,"M",34,"P",15000,1.5877,"Y"
"C",8750,"F",24,"P",15000,1.12054,"Y"
"C",8750,"F",40,"P",2500,1.2206,"U"
"C",8750,"M",35,"P",15000,-0.21059,"N"
"C",8750,"F",53,"P",35000,1.29609,"Y"
"C",8750,"M",31,"S",35000,1.48693,"Y"
"C",8750,"M",62,"P",75000,-1.14049,"N"
"C",8750,"F",33,"S",2500,-0.81005,"A"
"C",8750,"M",20,"S",75000,-0.08662,"N"
"C",8750,"M",61,"P",75000,0.08005,"U"
"C",8750,"F",20,"PS",35000,-0.88127,"N"
"C",8750,"F",50,"P",2500,-1.13456,"N"
"C",8750,"M",36,"PS",35000,0.18951,NA
"C",125000,"F",36,"S",35000,-1.18401,"N"
"C",125000,"M",63,"P",75000,-0.34932,"Y"
"C",125000,"M",59,"S",125000,1.33168,"Y"
"C",125000,"M",25,"PS",75000,-0.04547,"N"
"C",125000,"F",23,"S",35000,0.58791,"Y"
"C",125000,"M",21,"PS",75000,-1.14049,"N"
"C",125000,"F",34,"S",125000,-0.8795,"A"
"C",125000,"F",58,"S",200000,1.21521,"Y"
"C",125000,"M",41,"S",75000,-0.55437,"N"
"C",125000,"F",19,"S",75000,1.01503,"U"
"C",125000,"F",54,"P",15000,-0.5497,"N"
"C",125000,"F",20,"P",15000,1.13325,"U"
"C",125000,"M",29,"S",75000,-1.03701,"N"
"C",125000,"M",63,"S",35000,-0.26969,"N"
"C",125000,"F",65,"P",7500,-1.28897,"U"
"C",125000,"M",30,"S",15000,-0.76805,"A"
"C",125000,"F",59,"P",15000,1.00672,"Y"
"C",125000,"F",29,"S",35000,1.06426,"A"
"C",125000,"M",44,"P",15000,-0.13466,"N"
"C",125000,"F",32,"S",35000,-0.18149,"N"
"C",62500,"F",25,"P",2500,-1.29617,"N"
"C",62500,"F",38,"S",35000,0.76091,"Y"
"C",62500,"M",19,"S",75000,0.28186,"A"
"C",62500,"F",29,"P",15000,0.00293,"Y"
"C",62500,"M",40,"P",7500,1.43009,"Y"
"C",62500,"M",48,"S",15000,-0.09579,"Y"
"C",62500,"F",21,"S",15000,-0.56194,"Y"
"C",62500,"M",27,"P",15000,1.5877,"Y"
"C",62500,"F",66,"P",35000,1.40283,"Y"
"C",62500,"M",36,"P",7500,-1.29617,"N"
"C",62500,"M",38,"PS",7500,-1.22503,"N"
"C",62500,"M",19,"S",7500,-1.26325,NA
"C",62500,"F",18,"P",7500,1.43653,"Y"
"C",62500,"F",40,"P",7500,-1.09176,"U"
"C",62500,"F",53,"P",2500,-1.29617,"N"
"C",62500,"M",23,"S",15000,-0.60929,"N"
"C",62500,"M",60,"P",15000,1.19498,"Y"
"C",62500,"F",24,"P",75000,0.98906,"A"
"C",62500,"M",26,"P",15000,0.85118,"U"
"C",62500,"F",53,"P",15000,-1.29617,"N"
"C",175000,"F",39,"S",35000,1.24709,"Y"
"C",175000,"F",19,"S",15000,-0.66475,"Y"
"C",175000,"M",33,"S",15000,-1.22285,"N"
"C",175000,"F",21,"PS",35000,-1.29293,"A"
"C",175000,"M",39,"S",35000,-0.5387,"A"
"C",175000,"F",30,"P",15000,-0.26213,"U"
"C",175000,"M",30,"S",35000,0.75432,NA
"C",175000,"M",37,"S",35000,1.43793,"Y"
"C",175000,"F",38,"P",2500,-1.21695,"N"
"C",175000,"F",46,"P",2500,1.54808,"Y"
"C",175000,"M",21,"S",75000,0.90752,"Y"
"C",175000,"F",35,"S",200000,-1.00723,"N"
"C",175000,"F",64,"S",75000,-1.27876,"N"
"C",175000,"M",33,"PS",125000,-1.25795,"N"
"C",175000,"M",48,"S",75000,0.73356,"U"
"C",175000,"F",55,"P",2500,1.46184,"U"
"C",175000,"F",27,"S",7500,-0.49793,"A"
"C",175000,"M",22,"S",35000,-1.05257,"N"
"C",175000,"M",36,"S",15000,-0.6507,"N"
"C",175000,"M",49,"P",15000,-0.13599,"U"
"C",175000,"M",29,"PS",35000,0.6494,"A"
"C",175000,"F",24,"S",7500,-0.98901,"N"
"C",175000,"M",30,"P",15000,-1.17312,"N"
"C",175000,"F",37,"P",7500,-1.29617,NA
"C",175000,"F",46,"P",15000,0.97835,"Y"
"C",175000,"M",18,"S",15000,-0.79884,"N"
"C",175000,"F",24,"S",15000,0.26893,"A"
"C",175000,"F",56,"P",15000,1.51126,"Y"
"C",175000,"F",20,"S",15000,0.75833,"Y"
"C",175000,"M",40,"S",125000,1.38337,"Y"
"C",175000,"F",18,"PS",15000,-1.07377,"N"
"C",175000,"M",31,"PS",125000,0.14096,"U"
"C",175000,"F",36,"S",35000,0.92806,"U"
"C",175000,"F",39,"S",75000,0.51058,"U"
"C",175000,"M",44,"S",2500,0.47079,"U"
"C",175000,"F",29,"S",35000,1.11235,"Y"
"C",175000,"M",30,"P",15000,-0.69377,"N"
"C",175000,"F",50,"P",15000,-0.93468,"U"
"C",175000,"M",66,"P",7500,0.55558,"Y"
"C",175000,"M",64,"P",15000,0.7835,"Y"
"C",15000,"F",54,"PS",75000,1.30775,"Y"
"C",15000,"F",32,"P",NA,0.07811,"U"
"C",15000,"M",25,"P",15000,-0.27405,"U"
"C",15000,"M",54,"S",35000,0.96337,"Y"
"C",15000,"M",24,"S",NA,0.4586,NA
"C",15000,"M",18,"PS",35000,-0.72698,"N"
"C",15000,"F",24,"S",35000,0.82449,"A"
"C",15000,"F",23,"S",35000,1.28602,"Y"
"C",15000,"F",38,"S",7500,0.19175,"N"
"C",15000,"M",36,"S",15000,-1.11878,"N"
"C",15000,"F",33,"S",35000,1.47024,"Y"
"C",15000,"F",37,"PS",35000,1.34591,"Y"
"C",15000,"M",57,"S",75000,-0.29196,"U"
"C",15000,"M",38,"P",15000,-0.56775,"N"
"C",15000,"M",34,"S",35000,-1.21974,"N"
"C",15000,"F",39,"P",7500,1.5877,"Y"
"C",15000,"F",59,"P",35000,0.49301,"U"
"C",15000,"M",29,"S",15000,-1.22876,"A"
"C",15000,"M",70,"P",15000,1.5877,"Y"
"C",15000,"F",34,"PS",35000,0.01279,"N"
"C",15000,"F",30,"S",35000,1.07897,"Y"
"C",15000,"M",35,"PS",15000,-0.97431,"N"
"C",15000,"F",27,"S",35000,1.32855,"U"
"C",15000,"M",38,"S",35000,1.5877,NA
"C",15000,"F",45,"P",7500,1.39186,NA
"C",15000,"F",31,"S",2500,-0.92695,"N"
"C",15000,"M",34,"S",35000,-0.70263,"N"
"C",15000,"F",67,"P",15000,0.94646,"U"
"C",15000,"M",61,"P",15000,0.56632,"U"
"C",15000,"M",59,"P",15000,-1.14049,"N"
"C",15000,"F",53,"P",NA,1.5877,"Y"
"C",15000,"M",44,"P",7500,0.89793,"Y"
"C",15000,"F",33,"P",7500,1.24161,"Y"
"C",15000,"M",34,"P",7500,-0.54032,"A"
"C",15000,"M",22,"P",15000,-1.22503,"N"
"C",15000,"F",20,"S",7500,0.61719,NA
"C",15000,"M",43,"P",75000,1.56817,"Y"
"C",15000,"F",43,"P",7500,1.08466,NA
"C",15000,"M",26,"P",15000,-0.24317,NA
"C",15000,"M",68,"S",2500,-1.29617,"A"
"C",15000,"F",40,"P",2500,0.39304,"A"
"C",15000,"F",44,"P",2500,0.41004,NA
"C",15000,"M",55,"P",15000,0.32051,"U"
"C",15000,"F",21,"S",NA,-0.4243,"U"
"C",15000,"M",22,"S",15000,-0.40299,"N"
"C",15000,"M",64,"P",7500,1.33395,"U"
"C",15000,"M",22,"S",7500,-1.29617,"N"
"C",15000,"M",30,"P",7500,-1.29617,"N"
"C",15000,"F",21,"S",7500,0.40932,"U"
"C",15000,"F",37,"P",7500,1.48894,"Y"
"C",15000,"F",38,"S",35000,1.51326,"Y"
"C",15000,"M",34,"S",7500,-1.14579,"N"
"C",15000,"F",30,"S",35000,-1.30485,"N"
"C",15000,"M",60,"P",7500,0.90604,"Y"
"C",15000,"M",45,"P",15000,0.81951,"Y"
"C",15000,"M",42,"P",7500,1.0111,"N"
"C",15000,"F",60,"P",35000,-0.92728,"U"
"C",15000,"F",22,"S",35000,1.11308,"A"
"C",15000,"M",23,"S",7500,0.12472,"U"
"C",15000,"M",20,"PS",15000,-1.0234,"N"
"C",45000,"F",35,"P",7500,1.25841,NA
"C",45000,"M",54,"P",7500,0.80784,NA
"C",45000,"F",60,"P",2500,1.5877,"Y"
"C",45000,"M",22,"S",15000,1.00996,NA
"C",45000,"M",28,"S",7500,0.42771,NA
"C",45000,"M",53,"P",2500,-1.29617,"N"
"C",45000,"F",29,"S",7500,-0.70096,NA
"C",45000,"F",30,"P",7500,0.97,"U"
"C",45000,"F",58,"P",15000,1.50846,"Y"
"C",45000,"M",28,"S",7500,-0.6341,"Y"
"C",45000,"F",42,"P",35000,0.1921,"U"
"C",45000,"M",40,"PS",35000,1.44322,"Y"
"C",45000,"M",66,"P",15000,1.29875,"U"
"C",45000,"M",28,"S",7500,-1.01171,"A"
"C",45000,"F",60,"P",15000,-0.62453,"Y"
"C",45000,"F",30,"S",15000,-1.21873,"N"
"C",45000,"M",24,"P",15000,-1.29617,"N"
"C",45000,"M",63,"PS",75000,-0.98189,"N"
"C",45000,"F",25,"PS",35000,1.40361,"Y"
"C",45000,"F",57,"S",15000,-1.29617,NA
"C",25000,"F",49,"P",7500,-0.612,"U"
"C",25000,"F",25,"P",15000,0.84305,"Y"
"C",25000,"F",37,"S",35000,0.63836,"U"
"C",25000,"M",19,"S",75000,0.06239,"N"
"C",25000,"M",53,"S",35000,1.33246,"Y"
"C",25000,"F",34,"S",NA,0.34195,"U"
"C",25000,"F",37,"S",35000,0.16682,"U"
"C",25000,"M",22,"S",15000,NA,NA
"C",25000,"M",44,"S",35000,0.87593,"Y"
"C",25000,"M",31,"S",75000,0.16466,"U"
"C",25000,"F",29,"S",35000,0.03032,"U"
"C",25000,"F",21,"P",7500,0.78563,"A"
"C",25000,"F",58,"P",7500,1.68665,"Y"
"C",25000,"M",22,"P",15000,-1.26325,"N"
"C",25000,"M",68,"P",2500,-0.80882,"N"
"C",25000,"F",47,"PS",15000,-0.67532,"U"
"C",25000,"F",30,"P",15000,1.41999,"Y"
"C",25000,"M",21,"P",15000,-1.06433,"N"
"C",25000,"M",50,"S",35000,0.24274,"U"
"C",25000,"M",38,"PS",35000,-0.75159,"N"
"C",87500,"F",19,"S",7500,-0.96542,"U"
"C",87500,"F",60,"P",15000,-0.16861,"N"
"C",87500,"M",64,"P",7500,0.60565,"U"
"C",87500,"M",25,"P",35000,0.36082,"A"
"C",87500,"F",60,"P",15000,0.1327,"U"
"C",87500,"M",27,"PS",75000,-0.73188,"N"
"C",87500,"M",26,"PS",35000,-1.14103,"N"
"C",87500,"F",23,"PS",35000,-0.96823,"N"
"C",87500,"F",60,"P",35000,1.03942,"Y"
"C",87500,"M",52,"PS",75000,-1.29617,"N"
"C",87500,"F",45,"PS",35000,0.32782,"Y"
"C",87500,"F",23,"P",15000,-0.52933,"U"
"C",87500,"F",35,"PS",75000,-1.26652,NA
"C",87500,"M",43,"P",15000,-1.11878,"N"
"C",87500,"M",35,"PS",75000,-1.29617,"N"
"C",87500,"F",22,"P",2500,1.3924,"Y"
"C",87500,"M",22,"P",15000,-0.80408,"N"
"C",87500,"F",51,"P",2500,1.47157,"Y"
"C",87500,"M",42,"P",15000,0.27852,"U"
"C",87500,"M",44,"P",15000,-1.01069,"U"
"C",175000,"F",37,"PS",35000,-1.05333,"N"
"C",175000,"M",28,"P",15000,0.59039,NA
"C",175000,"F",20,"S",NA,0.31206,"U"
"C",175000,"M",40,"PS",35000,-0.12877,"N"
"C",175000,"F",19,"S",7500,0.13374,"U"
"C",175000,"F",28,"S",7500,-1.11442,"U"
"C",175000,"M",49,"P",15000,-1.19148,"N"
"C",175000,"M",55,"P",15000,-0.55326,"N"
"C",175000,"M",24,"P",15000,-1.25986,"N"
"C",175000,"F",44,"S",7500,-1.15622,"U"
"C",175000,"M",20,"S",15000,0.27435,"A"
"C",175000,"F",40,"PS",75000,0.79492,"U"
"C",175000,"F",26,"S",NA,0.15754,"U"
"C",175000,"F",48,"P",NA,1.29284,"U"
"C",175000,"M",49,"PS",200000,-1.21834,"N"
"C",175000,"F",53,"S",15000,1.5877,"Y"
"C",175000,"F",20,"P",2500,1.1384,"Y"
"C",175000,"M",20,"S",15000,0.29898,"Y"
"C",175000,"F",27,"PS",35000,-1.18011,"N"
"C",175000,"M",36,"PS",75000,-0.70445,"N"
"C",175000,"F",18,"S",75000,0.98417,"A"
"C",175000,"M",50,"P",15000,-1.29617,"N"
"C",175000,"F",40,"P",15000,-1.29617,"N"
"C",175000,"M",21,"S",75000,-1.29617,"N"
"C",175000,"M",43,"P",15000,-1.29617,"N"
"C",175000,"F",23,"S",7500,-0.81291,"A"
"C",175000,"F",39,"P",7500,1.5877,"Y"
"C",175000,"F",64,"P",NA,-1.80301,"U"
"C",175000,"M",54,"S",35000,1.21952,"U"
"C",175000,"M",22,"S",35000,0.74317,"Y"
"C",175000,"F",42,"P",15000,-1.29617,"N"
"C",175000,"M",18,"S",75000,0.90886,"A"
"C",175000,"F",20,"P",35000,-1.14456,"N"
"C",175000,"F",29,"S",15000,0.91463,"Y"
"C",175000,"M",40,"P",35000,0.78439,"U"
"C",175000,"F",60,"P",7500,-1.15225,"N"
"C",175000,"F",35,"P",15000,0.9464,"Y"
"C",175000,"M",39,"P",7500,0.42314,"U"
"C",175000,"M",26,"S",15000,-0.79157,"N"
"C",175000,"M",25,"S",125000,1.08773,NA
"C",175000,"M",19,"PS",35000,0.35572,"Y"
"C",175000,"F",47,"P",15000,-0.32176,"U"
"C",175000,"F",23,"S",7500,-0.7989,"A"
"C",175000,"F",45,"P",7500,0.44717,"Y"
"C",175000,"M",52,"P",15000,1.22444,"U"
"C",175000,"F",28,"PS",NA,1.49096,"Y"
"C",175000,"F",28,"PS",125000,0.06371,"Y"
"C",175000,"M",39,"PS",200000,-0.19457,"N"
"C",175000,"F",41,"PS",75000,1.41116,"Y"
"C",175000,"M",30,"S",15000,-0.61942,"U"
"C",175000,"F",32,"S",15000,-0.99973,"N"
"C",175000,"M",29,"S",35000,-1.07308,"N"
"C",175000,"M",31,"PS",35000,-0.7163,"N"
"C",175000,"M",37,"PS",35000,-0.47005,NA
"C",175000,"F",42,"PS",35000,-1.00592,"N"
"C",175000,"F",25,"S",15000,-0.97034,"U"
"C",175000,"F",58,"P",7500,0.06874,"U"
"C",175000,"F",36,"S",NA,NA,"U"
"C",175000,"M",28,"S",75000,-0.99275,"N"
"C",175000,"M",40,"P",15000,-0.08067,"U"
"C",25000,"F",29,"P",7500,-0.78136,"U"
"C",25000,"F",54,"P",7500,0.26943,"U"
"C",25000,"M",33,"P",15000,1.17576,"U"
"C",25000,"F",37,"P",15000,1.47615,"Y"
"C",25000,"M",54,"P",7500,0.96198,"Y"
"C",25000,"M",65,"P",15000,0.79963,"Y"
"C",25000,"F",29,"S",15000,-0.39404,"U"
"C",25000,"M",19,"S",35000,-0.73973,"N"
"C",25000,"M",26,"PS",35000,-1.08349,"N"
"C",25000,"F",45,"P",15000,1.56861,"Y"
"C",25000,"M",25,"P",7500,-1.14489,NA
"C",25000,"F",40,"P",NA,1.12691,"Y"
"C",25000,"F",34,"S",15000,-0.92196,"U"
"C",25000,"M",39,"P",7500,-1.29617,"N"
"C",25000,"M",36,"P",7500,0.80323,"Y"
"C",25000,"M",47,"S",15000,0.29779,"Y"
"C",25000,"F",30,"P",7500,0.24277,"U"
"C",25000,"F",59,"P",15000,1.5877,"Y"
"C",25000,"M",26,"PS",15000,-0.01365,"U"
"C",25000,"M",23,"P",NA,-1.07036,"N"
"C",62500,"F",45,"P",NA,0.1523,"Y"
"C",62500,"M",52,"P",2500,-0.9757,"N"
"C",62500,"F",21,"P",15000,0.63187,"U"
"C",62500,"M",19,"PS",75000,-0.64524,"N"
"C",62500,"F",20,"S",35000,0.81443,"Y"
"C",62500,"M",20,"S",7500,0.71902,"Y"
"C",62500,"F",47,"P",15000,0.35864,"Y"
"C",62500,"F",25,"S",15000,-1.08876,"N"
"C",62500,"M",42,"S",15000,1.09242,"Y"
"C",62500,"M",40,"P",35000,1.43653,"Y"
"C",62500,"F",29,"PS",75000,-0.83828,"N"
"C",62500,"F",58,"P",15000,0.32249,"A"
"C",62500,"M",40,"PS",35000,-0.54836,"N"
"C",62500,"M",27,"PS",35000,-1.25795,"N"
"C",62500,"F",38,"S",75000,0.04945,"Y"
"C",62500,"F",30,"S",35000,0.78044,"U"
"C",62500,"F",45,"P",35000,-1.25861,"N"
"C",62500,"M",21,"S",15000,0.0958,"U"
"C",62500,"M",25,"S",35000,-1.00739,"N"
"C",62500,"M",50,"P",15000,-0.82423,"N"
"C",15000,"M",28,"P",7500,1.55041,"U"
"C",15000,"F",24,"S",15000,1.21971,"U"
"C",15000,"F",20,"S",NA,0.36649,"Y"
"C",15000,"F",65,"S",15000,0.25733,"Y"
"C",15000,"M",42,"S",7500,-0.82337,"N"
"C",15000,"F",48,"P",15000,0.57449,"Y"
"C",15000,"F",25,"P",15000,0.71863,"U"
"C",15000,"M",34,"S",NA,NA,"U"
"C",15000,"M",46,"S",35000,-0.2559,"N"
"C",15000,"M",44,"P",35000,-0.25763,"U"
"C",15000,"M",23,"P",15000,0.41138,"A"
"C",15000,"M",48,"P",7500,1.00124,"Y"
"C",15000,"M",29,"P",7500,1.28046,"Y"
"C",15000,"F",70,"P",7500,0.75321,NA
"C",15000,"F",18,"P",2500,-0.76832,"Y"
"C",15000,"M",23,"S",7500,0.02383,"Y"
"C",15000,"M",70,"P",7500,-1.29617,"N"
"C",15000,"F",30,"S",7500,1.31961,"U"
"C",15000,"F",46,"P",2500,0.69169,"Y"
"C",15000,"M",70,"P",7500,1.3601,"Y"
"C",25000,"F",69,"P",7500,1.32047,"Y"
"C",25000,"M",56,"P",7500,1.4702,"U"
"C",25000,"M",22,"P",7500,1.35787,"Y"
"C",25000,"M",27,"P",15000,1.3093,NA
"C",25000,"M",34,"S",15000,0.39928,"U"
"C",25000,"F",19,"S",15000,0.90219,"U"
"C",25000,"F",20,"P",35000,1.08088,"Y"
"C",25000,"M",29,"S",35000,0.65511,"U"
"C",25000,"F",46,"P",2500,0.75797,"Y"
"C",25000,"M",61,"P",2500,1.47615,"Y"
"C",25000,"M",65,"P",15000,0.6589,"U"
"C",25000,"F",41,"P",7500,1.4045,"Y"
"C",25000,"M",18,"P",2500,-1.22876,"N"
"C",25000,"M",50,"P",7500,1.45616,"Y"
"C",25000,"F",28,"S",15000,1.55465,"Y"
"C",25000,"F",19,"S",7500,1.50229,"Y"
"C",25000,"M",27,"S",15000,0.58726,"A"
"C",25000,"F",39,"P",7500,0.76371,"U"
"C",25000,"M",70,"P",7500,1.04827,"U"
"C",25000,"F",45,"P",7500,0.40629,"U"
"C",25000,"F",39,"P",15000,0.43968,NA
"C",25000,"F",32,"P",7500,1.5877,"Y"
"C",25000,"M",22,"S",15000,-0.95379,"N"
"C",25000,"F",60,"P",7500,1.5877,"Y"
"C",25000,"M",64,"P",7500,1.43653,"Y"
"C",25000,"F",40,"S",NA,1.17767,"Y"
"C",25000,"F",30,"S",35000,0.68807,"Y"
"C",25000,"M",65,"P",NA,1.5877,"Y"
"C",25000,"M",70,"P",NA,1.5877,"Y"
"C",25000,"M",24,"PS",15000,-1.19137,"N"
"C",25000,"F",21,"P",15000,1.33829,"Y"
"C",25000,"F",49,"S",7500,1.35481,"Y"
"C",25000,"F",21,"S",NA,0.53658,"U"
"C",25000,"M",54,"P",15000,0.9338,"U"
"C",25000,"M",24,"P",15000,-1.22258,"N"
"C",25000,"M",18,"S",75000,-0.88064,"N"
"C",25000,"M",62,"P",35000,1.55678,"U"
"C",25000,"F",44,"P",7500,0.91033,"U"
"C",25000,"F",18,"S",35000,0.34316,"Y"
"C",25000,"M",27,"P",35000,-0.02385,"Y"
"S",125000,"M",18,"S",15000,1.29424,"Y"
"S",125000,"M",44,"P",2500,-1.29617,"N"
"S",125000,"F",31,"PS",15000,-1.29617,"N"
"S",125000,"F",58,"S",35000,-1.29617,"N"
"S",125000,"M",68,"P",7500,-1.29617,"N"
"S",125000,"F",47,"P",7500,1.54802,"Y"
"S",125000,"F",32,"S",NA,0.92815,"Y"
"S",125000,"F",22,"P",7500,0.5492,"Y"
"S",125000,"M",40,"PS",75000,1.43203,"Y"
"S",125000,"M",35,"P",2500,1.17367,"Y"
"S",125000,"M",65,"S",15000,1.1643,"Y"
"S",125000,"M",35,"P",15000,0.85852,"U"
"S",125000,"F",18,"P",7500,1.26956,"Y"
"S",125000,"F",66,"S",15000,0.40663,"A"
"S",125000,"F",22,"S",7500,0.96938,"Y"
"S",125000,"M",23,"S",15000,-0.73957,"N"
"S",125000,"M",60,"P",2500,0.6589,"U"
"S",125000,"F",55,"P",NA,-0.09889,NA
"S",125000,"M",21,"P",2500,1.25084,"Y"
"S",125000,"F",54,"P",15000,0.69887,"Y"
"S",45000,"M",40,"P",75000,0.46287,"U"
"S",45000,"F",19,"S",15000,0.81279,"U"
"S",45000,"M",32,"P",75000,0.99576,"U"
"S",45000,"F",54,"P",75000,0.23543,"U"
"S",45000,"M",35,"P",2500,1.00383,"U"
"S",45000,"F",19,"PS",15000,-0.5488,"U"
"S",45000,"F",40,"P",7500,0.66545,"U"
"S",45000,"M",25,"P",2500,1.25306,"Y"
"S",45000,"M",48,"S",35000,-1.29617,"N"
"S",45000,"M",37,"PS",35000,0.19914,"Y"
"S",45000,"F",32,"S",7500,0.21006,"U"
"S",45000,"F",18,"S",7500,1.31037,"Y"
"S",45000,"M",53,"PS",75000,1.48547,"Y"
"S",45000,"M",25,"PS",35000,1.1538,"Y"
"S",45000,"F",45,"P",2500,-0.60865,"U"
"S",45000,"F",54,"S",7500,-0.2688,"N"
"S",45000,"F",60,"P",75000,-0.89149,"Y"
"S",45000,"F",18,"P",75000,-0.97181,"N"
"S",45000,"F",49,"PS",2500,-0.86092,"N"
"S",45000,"M",30,"P",7500,1.04754,"Y"
"S",15000,"M",33,"P",7500,0.20483,"Y"
"S",15000,"F",36,"P",7500,-1.26247,"N"
"S",15000,"M",62,"P",2500,1.30792,"Y"
"S",15000,"F",21,"S",15000,-0.78802,"N"
"S",15000,"M",36,"P",15000,-0.72822,"N"
"S",15000,"F",65,"P",7500,0.82519,"U"
"S",15000,"F",22,"PS",7500,0.24983,"U"
"S",15000,"M",25,"S",15000,-1.18323,"N"
"S",15000,"M",63,"P",2500,1.43793,"Y"
"S",15000,"M",26,"S",35000,-1.10367,"N"
"S",15000,"M",67,"S",2500,-0.82983,"U"
"S",15000,"M",25,"P",35000,-0.40224,"A"
"S",15000,"F",30,"S",35000,0.2461,"U"
"S",15000,"F",70,"P",7500,-1.16134,"U"
"S",15000,"F",27,"S",15000,1.40733,"U"
"S",15000,"M",27,"PS",35000,-0.50424,"N"
"S",15000,"F",61,"P",7500,1.1493,"Y"
"S",15000,"M",27,"P",2500,1.09701,"Y"
"S",15000,"F",70,"P",7500,0.86323,"U"
"S",15000,"M",53,"S",35000,0.71448,"Y"
"S",8750,"M",36,"P",7500,1.0188,"Y"
"S",8750,"M",19,"P",7500,0.83115,"Y"
"S",8750,"M",28,"S",15000,-1.00723,"N"
"S",8750,"F",50,"P",7500,-1.08585,"N"
"S",8750,"F",20,"P",2500,-0.96528,"N"
"S",8750,"M",65,"P",7500,0.93522,"Y"
"S",8750,"F",36,"P",7500,1.55399,"Y"
"S",8750,"M",60,"S",125000,0.97823,"Y"
"S",8750,"F",28,"S",35000,1.40361,"Y"
"S",8750,"M",28,"S",35000,1.33246,"Y"
"S",8750,"F",48,"S",7500,1.43732,"Y"
"S",8750,"M",58,"P",7500,1.5877,"Y"
"S",8750,"F",25,"S",2500,-0.93058,"U"
"S",8750,"M",60,"P",7500,1.25541,"U"
"S",8750,"M",23,"S",15000,-0.61822,NA
"S",8750,"F",25,"S",15000,0.10978,"U"
"S",8750,"F",19,"S",35000,0.81609,"Y"
"S",8750,"M",23,"S",75000,1.32935,"Y"
"S",8750,"F",59,"P",15000,0.07679,"U"
"S",8750,"M",37,"P",15000,1.51284,"N"
"S",125000,"F",37,"P",15000,0.01293,"A"
"S",125000,"F",31,"S",7500,0.90908,"Y"
"S",125000,"M",27,"P",7500,-1.1464,"N"
"S",125000,"M",41,"S",15000,-0.9406,"N"
"S",125000,"M",37,"P",15000,0.74986,"Y"
"S",125000,"M",68,"P",15000,0.38388,"U"
"S",125000,"M",25,"P",7500,0.3898,"U"
"S",125000,"M",25,"P",7500,0.96249,"Y"
"S",125000,"F",42,"P",7500,0.401,"Y"
"S",125000,"F",23,"P",2500,1.5877,"Y"
"S",125000,"F",32,"S",15000,1.55477,"Y"
"S",125000,"M",59,"S",2500,-0.69048,"Y"
"S",125000,"M",28,"S",15000,1.36539,"Y"
"S",125000,"F",37,"S",15000,-0.40457,"U"
"S",125000,"F",42,"P",15000,1.39692,"Y"
"S",125000,"M",36,"S",35000,0.16282,"Y"
"S",125000,"M",26,"S",35000,1.25257,"Y"
"S",125000,"F",42,"P",15000,0.31096,"Y"
"S",125000,"F",18,"S",35000,1.40361,"Y"
"S",125000,"F",35,"PS",35000,-0.31346,"N"
"S",25000,"F",23,"P",35000,-0.78492,"A"
"S",25000,"F",45,"P",15000,1.27441,"Y"
"S",25000,"M",20,"PS",35000,-0.3202,"A"
"S",25000,"M",62,"P",15000,0.99792,"Y"
"S",25000,"M",50,"P",35000,0.1526,"A"
"S",25000,"F",21,"P",15000,1.09549,"Y"
"S",25000,"F",40,"P",35000,0.10905,"Y"
"S",25000,"M",67,"P",15000,-0.87023,"U"
"S",25000,"M",19,"P",35000,-0.97943,"N"
"S",25000,"M",22,"S",15000,-0.08141,"Y"
"S",25000,"M",48,"PS",15000,0.80633,"Y"
"S",25000,"F",49,"P",7500,0.13589,"U"
"S",25000,"M",27,"P",15000,-0.0728,"U"
"S",25000,"F",38,"S",15000,1.27567,"Y"
"S",25000,"M",23,"S",15000,-0.96901,"N"
"S",25000,"F",47,"P",7500,0.14576,"Y"
