"votebiden","feel_biden","feel_trump","feel_fauci","feel_feminists","feel_unions","feel_bigbusiness","feel_gay","feel_muslim","feel_christian","feel_jewish","feel_police","feel_scientists","feel_nra","feel_fbi","feel_rural","feel_cdc"
1,70,0,75,100,70,40,100,100,100,100,30,95,0,70,70,85
1,70,30,60,40,30,50,50,50,70,50,60,50,40,50,60,50
1,85,0,100,85,70,50,60,100,85,100,70,100,15,85,85,60
1,70,40,70,50,60,50,50,50,50,50,70,100,50,50,50,70
0,0,100,50,0,0,50,0,0,100,100,100,85,85,40,85,60
1,85,0,100,100,85,60,100,85,60,100,60,100,0,85,85,100
0,50,85,50,85,65,75,85,85,85,85,90,90,80,70,90,50
0,0,100,40,40,50,50,50,50,70,60,85,60,70,60,85,70
0,0,60,15,85,50,40,60,40,85,50,70,50,50,50,100,60
1,85,0,100,100,70,40,85,85,70,85,85,100,0,70,60,85
1,85,0,95,90,70,40,75,70,70,70,60,90,10,60,70,90
1,90,0,100,95,60,40,95,95,30,95,40,100,5,95,85,99
0,15,70,30,50,30,50,50,50,50,70,70,60,70,50,60,60
1,90,0,85,80,60,40,80,80,50,80,30,80,0,60,40,75
0,0,100,0,40,40,40,50,50,85,60,70,40,50,40,60,0
1,40,0,100,60,85,30,60,85,0,85,30,100,15,70,30,85
0,0,85,50,15,25,70,5,50,70,70,85,70,70,70,50,50
1,100,0,70,86,70,60,100,70,70,70,30,86,50,70,70,86
0,0,100,60,15,100,50,50,30,60,50,100,60,95,100,100,90
1,60,0,85,70,50,60,75,75,75,75,75,85,10,45,75,80
0,15,85,50,15,30,60,50,50,85,50,85,60,100,30,100,40
1,100,0,85,85,85,85,100,85,70,100,85,100,50,85,70,100
1,100,0,100,100,60,30,100,60,100,100,70,100,40,100,100,85
1,100,0,85,50,40,30,50,50,100,50,60,85,15,100,50,100
0,30,70,85,50,15,70,50,30,50,60,85,85,85,15,85,85
1,100,0,100,85,70,60,85,85,85,85,60,85,0,100,85,70
1,60,0,70,60,60,30,50,50,60,60,60,80,30,50,40,60
1,85,0,60,85,60,40,60,60,60,70,60,85,0,40,40,60
0,0,95,15,38,30,55,50,55,85,80,85,68,95,5,100,60
1,70,0,100,70,100,15,100,80,70,85,70,85,0,60,70,85
0,0,100,30,50,40,50,50,50,85,70,85,70,70,30,85,40
1,85,15,85,50,70,70,50,15,100,50,85,85,70,85,85,60
1,80,15,70,40,75,40,50,80,85,20,20,70,20,40,50,70
1,100,0,100,85,70,15,100,65,30,100,70,100,15,50,85,100
0,30,30,30,15,15,30,40,50,100,100,85,60,70,50,70,60
0,0,100,30,15,60,50,60,40,100,50,90,60,90,85,60,40
0,30,70,50,40,70,40,85,40,100,100,85,70,100,70,85,60
1,60,30,70,50,70,40,50,50,70,50,85,85,50,85,50,70
1,85,0,70,100,85,30,100,60,30,100,30,100,0,40,40,85
1,60,15,70,85,60,30,85,70,60,85,30,70,15,40,50,50
1,100,0,100,60,50,50,70,65,40,85,70,95,0,85,70,100
0,50,70,50,85,85,85,70,85,85,85,85,60,70,85,85,70
1,85,0,100,50,50,50,50,50,50,50,20,90,50,50,50,50
0,60,75,60,50,60,60,70,40,100,60,70,85,85,85,50,60
1,60,40,70,50,100,60,100,100,100,100,50,85,60,70,60,70
1,60,15,60,70,40,60,85,70,60,70,60,70,50,70,70,50
1,85,0,100,50,80,40,85,50,100,50,90,85,60,70,50,45
1,100,0,70,85,85,85,85,85,85,85,85,85,15,50,85,85
1,100,0,100,85,70,60,100,50,50,50,100,100,15,85,50,85
0,0,100,5,40,0,5,90,90,100,90,100,5,100,25,95,40
1,85,0,50,60,50,50,85,50,50,50,60,70,50,60,50,60
1,70,0,70,85,70,40,100,100,100,100,70,100,0,60,100,70
0,0,100,60,40,60,60,70,50,85,85,100,100,85,50,100,50
1,100,0,0,50,50,50,50,50,100,50,20,50,50,70,50,50
1,60,0,100,100,60,30,85,85,0,85,30,100,0,30,30,70
1,80,0,100,90,100,30,100,100,90,100,70,100,0,100,65,100
0,40,90,50,40,60,60,90,15,90,90,90,70,90,50,90,50
1,68,0,100,75,100,30,80,80,50,50,40,100,0,85,35,100
0,0,100,50,85,30,60,0,0,100,50,100,70,100,60,100,60
0,0,85,50,50,40,60,40,50,50,50,85,50,70,70,85,70
0,30,70,60,60,60,70,70,50,70,70,80,85,70,60,80,70
0,15,85,60,40,60,40,60,30,70,60,15,50,60,70,50,60
1,100,0,85,70,70,40,85,85,100,85,60,100,30,70,70,85
1,100,0,60,50,50,50,50,50,100,50,60,70,0,50,50,70
0,0,100,40,50,30,50,0,0,70,80,100,40,80,60,80,70
1,60,0,80,90,75,50,90,95,80,100,10,90,0,50,40,40
1,60,15,100,100,85,40,50,50,40,60,60,100,0,70,40,100
1,70,0,100,85,60,40,85,70,30,85,60,85,0,70,70,85
0,15,85,50,50,40,50,50,50,85,50,85,50,85,30,85,60
1,40,40,50,50,70,50,50,50,50,50,50,70,50,50,60,60
0,15,85,40,30,70,60,0,15,100,70,70,85,70,70,85,60
1,100,0,85,85,70,30,50,50,40,50,30,85,0,60,70,15
1,70,0,85,85,85,30,85,70,40,70,70,100,0,60,50,85
1,90,15,100,100,90,50,100,100,80,100,45,95,0,60,90,50
0,60,70,85,50,60,50,50,70,50,70,100,100,50,70,70,70
1,70,0,40,55,70,30,100,85,49,90,80,100,5,30,40,55
1,100,0,100,50,70,30,100,85,15,100,70,100,0,85,50,100
1,50,0,60,50,60,50,60,50,50,50,100,100,50,50,50,100
1,70,0,89,98,40,10,95,80,40,99,45,95,0,45,40,85
0,30,100,30,70,30,70,50,50,100,90,100,75,100,40,100,85
0,0,85,60,40,60,40,40,50,70,85,85,50,85,40,70,40
0,40,41,90,10,50,40,50,40,40,40,75,90,40,65,50,75
0,0,100,70,50,100,50,50,15,70,70,100,60,60,40,85,70
1,85,0,100,85,50,15,85,85,40,85,50,100,0,85,40,85
1,90,0,90,70,80,20,50,60,70,80,70,90,20,80,60,90
1,100,0,100,100,85,15,100,50,50,60,40,85,0,60,40,30
1,100,0,100,50,85,70,50,40,70,60,85,85,60,100,85,85
0,15,15,40,50,40,40,50,50,100,70,60,60,50,50,70,60
0,100,80,40,10,20,50,80,0,60,90,80,30,50,50,90,50
0,0,60,0,50,50,85,40,0,100,100,85,70,100,40,100,50
0,15,60,30,50,50,15,50,40,50,50,60,85,100,50,85,30
1,100,0,100,100,100,60,100,100,50,100,85,100,0,100,40,85
1,100,0,100,85,85,85,40,70,100,70,85,85,40,85,80,85
1,85,0,70,70,80,25,90,85,100,75,50,100,50,75,40,85
0,0,70,50,50,85,60,30,50,100,85,85,85,70,60,85,85
1,80,0,100,85,50,40,85,85,50,85,60,75,0,70,85,60
0,15,85,30,50,30,30,50,50,85,85,85,60,85,30,100,40
0,15,70,100,0,100,15,0,0,100,50,100,85,100,85,100,100
0,30,85,30,50,50,30,50,50,85,50,50,50,50,50,50,60
0,15,60,50,30,30,50,50,50,85,50,100,80,50,60,50,70
0,50,100,50,0,50,50,0,0,100,50,100,50,100,50,100,50
0,30,85,50,100,40,85,100,0,100,85,100,100,100,70,100,40
1,90,0,85,100,60,20,95,70,40,90,20,90,0,50,40,70
0,15,85,100,40,40,85,40,85,100,85,100,85,100,100,85,100
1,80,10,80,50,70,40,50,50,40,50,30,80,0,70,50,70
1,100,0,100,75,65,20,75,75,45,75,55,85,0,65,35,95
0,0,100,0,50,0,15,100,100,100,100,40,70,75,15,0,0
1,60,0,100,50,50,50,50,50,50,50,50,100,50,50,50,50
1,85,15,100,100,70,50,50,70,70,70,85,85,15,85,85,70
1,70,0,85,30,40,50,50,0,70,50,70,70,0,50,50,60
0,40,50,85,60,30,60,40,40,85,85,70,85,50,85,70,85
1,60,0,85,85,85,0,50,50,30,50,30,100,60,50,70,70
1,80,10,50,70,50,30,50,70,70,70,75,80,50,50,80,60
1,80,0,100,50,85,40,50,50,60,70,60,85,40,85,60,85
1,60,15,85,60,50,15,85,30,70,85,60,100,30,85,85,100
1,70,15,75,100,40,60,95,60,40,70,75,85,30,90,40,95
1,50,0,85,30,30,40,50,20,50,100,70,85,70,70,70,85
0,0,100,0,15,40,30,50,30,100,70,100,60,100,0,85,0
1,85,0,100,80,80,40,100,50,15,100,30,100,0,40,15,80
1,85,0,100,75,80,70,85,85,70,95,70,95,0,80,70,80
0,15,85,50,30,50,50,50,50,85,85,95,50,70,40,100,50
1,60,0,100,85,100,0,85,85,50,100,60,85,0,85,40,100
0,0,85,30,50,70,40,50,50,50,50,100,60,70,100,85,50
1,100,0,100,85,70,30,100,70,85,85,40,85,15,85,50,70
0,0,100,0,30,10,40,60,10,85,60,80,50,90,0,95,10
0,40,100,60,40,70,60,70,100,100,100,100,85,85,70,85,70
1,70,15,85,40,15,50,60,40,70,50,100,85,40,85,85,70
1,80,0,100,100,50,0,50,50,0,60,50,100,0,50,50,80
1,100,0,100,50,75,50,50,60,75,100,75,100,50,50,50,75
0,0,100,15,15,40,40,15,50,100,100,100,50,100,30,100,15
0,0,60,40,50,0,0,15,50,100,50,85,15,85,40,85,85
1,70,0,100,85,85,30,100,100,60,100,40,100,40,50,60,85
1,85,0,100,30,40,30,50,50,15,70,40,85,0,60,50,70
1,90,1,95,70,85,45,60,50,55,60,90,99,15,90,70,70
1,100,0,100,100,50,50,100,100,80,100,40,90,20,80,50,100
0,30,85,70,40,50,50,85,50,85,50,100,70,85,85,70,85
1,55,0,80,60,70,15,100,50,50,85,40,90,0,15,15,100
1,70,0,100,100,50,15,100,85,40,100,30,100,0,60,85,100
1,65,22,100,75,70,20,100,100,75,100,80,100,20,90,100,100
1,70,0,85,85,100,30,100,100,0,100,75,100,0,65,90,100
0,0,100,80,30,75,40,60,30,20,80,70,80,80,10,75,75
1,65,5,65,50,40,20,50,50,50,50,65,65,20,65,50,50
1,90,0,100,85,70,30,90,70,35,90,60,85,0,50,40,60
0,70,60,70,30,60,50,60,40,70,40,70,70,60,85,70,70
0,40,85,60,50,70,70,100,70,100,85,85,60,85,70,60,70
1,60,60,70,30,100,50,50,50,50,50,85,100,100,40,100,100
0,0,95,0,30,50,70,50,50,95,50,90,60,95,60,50,30
1,70,15,85,50,50,60,50,85,85,85,85,100,60,85,85,85
1,70,0,100,90,90,15,100,100,70,100,30,90,0,100,50,100
1,60,0,85,85,30,70,70,100,85,100,85,85,40,85,85,85
1,100,0,100,50,30,70,85,85,100,85,100,100,60,85,85,100
1,85,15,100,85,70,70,85,85,85,85,70,100,15,85,85,70
1,100,0,100,85,100,0,70,85,100,100,70,100,0,85,100,100
1,70,15,100,50,30,40,70,50,50,50,70,85,30,70,30,85
1,100,0,100,50,60,60,100,85,70,100,70,100,15,60,100,100
1,85,0,85,50,85,40,70,40,50,50,40,100,30,85,85,85
1,100,0,85,100,65,60,80,100,50,50,55,100,40,80,100,100
0,30,85,30,85,85,50,100,100,100,100,100,100,85,85,100,100
0,15,70,0,40,50,60,50,50,85,50,85,50,100,50,100,60
1,85,30,85,60,70,60,60,60,85,70,70,70,50,70,85,85
1,70,0,100,100,85,15,100,100,40,100,30,100,0,70,15,100
1,100,0,100,85,85,70,60,85,100,100,60,85,0,85,85,85
0,40,50,85,85,40,40,85,100,100,100,70,70,60,70,70,100
0,15,100,50,60,50,70,60,60,60,60,70,70,70,60,70,50
0,18,90,30,40,30,70,85,70,75,85,85,70,60,40,80,40
0,40,100,80,0,70,20,60,60,60,50,100,70,85,85,50,80
1,100,15,100,70,70,70,85,70,85,85,85,85,30,70,70,85
0,0,85,50,25,60,50,50,50,100,85,100,75,100,100,100,50
0,15,85,60,15,30,85,30,50,85,85,85,85,85,60,100,85
0,15,100,30,15,15,70,50,50,100,70,85,85,60,40,100,50
0,0,100,50,50,50,50,0,50,100,50,70,70,100,50,50,50
1,85,0,85,70,60,70,70,85,85,85,85,100,40,85,70,60
1,100,0,100,50,85,70,50,50,85,50,100,85,50,85,70,85
1,95,0,85,95,70,60,85,95,35,95,60,100,15,75,40,80
1,100,0,100,70,70,40,85,70,70,70,85,85,70,85,70,85
1,60,15,70,50,30,60,50,50,30,50,70,85,50,70,85,85
1,85,0,70,60,50,40,30,50,100,80,60,60,40,70,45,50
0,0,60,50,15,50,40,50,50,100,100,85,70,85,30,100,85
0,0,60,30,0,30,70,0,15,70,100,100,85,85,70,100,0
1,100,0,100,70,85,30,50,50,85,70,70,85,15,100,100,85
0,0,70,15,25,15,60,40,0,50,50,90,60,90,50,90,50
0,0,100,15,40,60,50,30,50,100,50,85,50,85,60,85,40
1,100,0,100,100,40,40,50,100,0,100,100,100,0,100,40,100
1,85,0,85,100,70,30,100,100,70,100,100,100,60,100,60,85
1,100,0,100,100,100,30,100,85,100,100,100,100,0,100,100,100
0,10,90,70,50,50,70,50,10,60,50,85,60,85,85,85,70
1,85,15,100,90,85,70,100,70,85,100,85,100,40,90,85,85
0,0,60,0,0,70,0,30,0,30,100,60,0,60,50,15,40
0,0,100,30,50,40,50,70,30,85,85,100,60,100,50,100,60
0,0,85,40,50,85,85,30,40,100,85,100,85,85,40,100,50
1,85,0,100,85,60,15,85,85,15,85,40,100,30,100,50,100
0,30,85,40,40,60,50,70,50,85,70,85,70,70,70,85,60
0,15,100,50,50,60,50,50,50,85,50,100,50,100,85,50,30
1,75,0,100,75,50,40,75,75,75,100,60,100,40,60,50,100
1,100,0,100,50,0,0,100,100,100,100,0,100,0,50,50,85
0,0,86,40,30,50,30,50,50,100,50,90,70,80,70,70,50
1,70,15,85,50,50,50,60,50,50,50,50,50,30,50,50,40
1,100,0,100,70,70,60,85,70,85,70,70,85,0,85,85,85
0,60,50,60,60,60,60,50,60,70,60,60,70,50,50,50,60
1,85,15,85,60,60,15,50,50,85,70,30,85,15,60,50,70
0,0,100,0,50,30,50,70,50,100,70,100,30,80,30,90,0
0,75,100,100,100,0,75,0,20,100,100,100,75,100,70,100,60
1,100,0,100,70,40,50,85,50,50,50,85,85,0,85,85,100
1,60,20,99,75,50,70,75,50,50,80,40,90,30,40,50,80
0,0,90,10,30,75,40,75,5,100,100,99,55,95,10,95,20
0,85,85,85,85,60,70,15,15,100,15,100,85,85,85,50,85
0,40,70,50,40,60,40,60,60,70,70,85,60,60,60,85,60
0,40,50,85,40,40,30,50,50,85,85,50,60,60,50,85,70
1,100,0,100,50,100,50,50,50,100,50,60,100,30,85,50,100
1,85,15,100,85,70,40,70,70,60,70,40,85,15,85,70,85
0,0,85,40,50,50,60,60,50,85,70,100,50,100,30,100,50
0,30,70,100,40,40,100,60,30,85,100,100,85,60,85,100,85
1,70,0,70,50,50,50,50,85,100,50,50,100,50,50,70,100
1,70,0,85,70,0,30,70,70,15,70,60,100,0,60,70,85
0,0,100,0,0,60,40,0,0,85,100,100,15,100,0,100,40
0,30,90,60,99,85,85,99,99,100,100,99,80,99,40,100,60
1,40,15,60,60,60,70,60,60,70,70,60,70,30,60,70,70
0,30,85,85,40,50,85,50,30,100,85,85,85,70,85,85,85
0,0,100,40,45,50,35,50,50,90,90,95,55,100,55,100,60
1,85,0,50,100,50,50,100,75,75,75,30,100,25,55,50,85
0,50,50,70,85,70,70,100,70,85,85,85,100,40,85,85,100
0,0,100,85,60,15,70,40,60,100,60,100,85,60,60,100,85
1,85,0,100,85,70,70,100,85,50,85,70,100,0,70,50,85
1,60,0,100,90,50,20,70,80,49,75,65,100,25,80,30,100
1,50,40,70,15,85,60,85,85,60,100,60,85,50,50,40,60
1,85,0,100,100,85,0,100,100,40,100,40,100,0,80,80,100
1,70,15,85,60,60,40,50,50,50,50,40,70,15,70,70,70
0,0,70,50,70,40,30,50,50,85,85,70,60,100,40,85,60
0,15,40,75,25,50,30,0,25,100,50,60,65,25,50,80,60
1,70,0,100,50,70,40,85,50,85,85,85,85,85,85,60,85
0,15,100,60,50,60,70,70,40,50,85,85,85,100,15,100,60
0,30,60,20,50,80,40,85,80,50,85,80,80,85,60,50,40
0,15,50,30,50,40,50,50,50,70,50,85,85,15,85,50,40
1,65,0,70,90,100,40,90,80,30,100,30,100,20,70,40,100
1,100,0,100,70,70,40,100,100,85,100,85,100,0,85,70,85
1,70,0,100,70,85,40,70,60,40,85,70,100,15,60,50,70
0,10,50,0,50,85,33,50,70,70,70,60,60,50,33,70,50
0,0,85,50,50,0,30,70,40,100,85,100,60,100,70,85,60
1,85,15,85,70,85,60,70,40,70,85,85,100,15,60,100,85
1,85,0,100,85,70,40,100,50,30,100,40,100,0,85,40,85
1,100,0,85,100,85,50,100,100,50,100,70,85,0,85,50,15
1,70,15,100,50,50,50,70,70,100,70,85,50,100,85,70,85
0,0,100,50,40,40,60,15,30,100,100,85,70,70,40,85,50
1,100,0,100,100,85,40,100,85,85,85,70,100,15,70,50,70
0,0,100,50,40,0,70,0,70,100,60,40,100,100,50,70,60
1,85,0,85,85,85,70,85,100,100,100,100,85,85,100,100,85
0,0,70,0,50,15,70,30,30,70,50,60,50,50,50,70,50
1,100,0,85,60,60,60,60,60,70,70,70,85,40,70,70,85
1,70,15,100,50,50,70,40,50,100,50,85,85,85,85,85,85
0,15,85,40,50,15,30,50,70,85,70,85,70,70,40,85,70
1,85,0,100,85,85,30,100,100,85,100,100,100,70,85,85,100
0,0,85,70,60,30,100,100,70,100,100,100,85,100,70,100,85
1,70,0,100,70,60,50,70,60,85,70,40,60,30,70,70,85
1,85,0,85,60,50,50,85,50,50,50,70,85,0,70,50,70
0,40,70,90,30,50,40,20,40,80,50,90,80,80,80,60,70
0,40,85,85,40,50,50,40,40,100,60,85,60,50,60,70,60
1,60,0,70,50,15,15,50,50,70,50,40,50,15,30,15,50
1,100,0,100,85,100,30,100,70,100,85,70,85,0,85,50,100
1,100,0,100,100,60,40,90,70,50,90,80,95,0,85,40,90
1,95,0,100,85,85,75,95,100,85,100,95,100,15,95,100,100
1,80,30,90,50,100,30,90,50,45,50,40,100,50,45,50,80
1,100,0,100,100,70,40,85,85,40,85,40,85,0,85,50,60
1,95,0,100,90,90,0,95,50,50,90,90,100,0,80,100,90
1,15,0,95,50,100,0,100,85,50,100,35,85,0,25,55,85
0,15,85,30,70,85,30,100,50,100,85,85,70,100,0,100,70
0,15,85,10,85,50,70,50,60,85,60,90,75,85,70,80,75
1,70,0,100,50,70,30,50,50,40,50,70,85,50,70,50,70
0,50,60,100,50,100,50,70,50,50,50,60,100,50,50,50,70
1,70,0,90,75,50,40,75,60,50,75,70,90,0,75,30,60
0,50,60,0,50,100,30,85,85,40,100,70,70,85,15,100,40
1,70,0,100,70,100,40,100,60,15,100,85,100,0,100,70,85
0,30,70,70,60,85,100,100,100,100,100,85,100,85,85,100,100
1,85,0,95,50,95,20,50,50,80,80,85,85,15,75,50,85
0,50,100,50,0,0,0,100,100,100,100,100,50,100,100,50,0
1,85,0,70,50,40,30,60,40,70,70,70,60,60,70,85,85
0,0,85,30,30,50,40,0,0,100,70,85,60,85,0,85,50
0,30,85,40,40,50,70,50,50,85,70,85,85,85,50,85,40
0,15,85,30,50,15,50,50,50,50,50,85,50,50,70,50,70
1,100,0,100,85,70,70,100,50,100,50,100,85,15,85,50,85
0,50,100,100,15,0,0,85,15,85,60,100,100,0,100,70,70
0,60,40,85,50,50,60,70,50,100,100,70,70,50,70,70,85
1,100,0,100,100,85,60,100,100,50,100,70,100,0,70,85,85
1,85,0,70,50,85,40,60,50,85,85,100,85,40,50,100,70
1,70,30,85,50,60,40,50,50,50,85,70,85,30,60,50,70
1,75,0,65,75,60,15,90,90,50,90,50,100,10,45,45,70
1,85,0,100,100,70,50,85,60,70,70,70,85,50,70,75,80
1,85,15,100,85,40,40,100,70,85,50,40,100,30,85,70,70
1,100,0,85,85,50,15,50,50,50,50,70,85,0,50,50,70
0,0,85,40,60,60,60,50,30,100,70,100,70,85,40,85,60
0,15,60,85,40,60,70,70,70,70,70,60,100,60,50,70,50
0,0,90,25,15,15,50,50,50,90,90,95,50,85,70,85,50
1,50,30,60,85,60,15,100,60,60,85,40,50,85,40,85,85
1,100,0,85,85,50,0,50,0,100,50,50,30,0,50,0,85
1,85,30,95,75,90,70,100,90,75,100,90,95,85,50,100,90
1,65,15,90,70,60,60,80,50,75,70,75,85,40,50,40,75
1,60,0,75,85,75,40,100,100,100,100,70,100,50,50,50,76
0,0,100,50,85,60,70,85,70,70,60,85,70,85,85,60,50
0,0,100,0,50,0,50,15,0,100,100,100,15,100,30,100,15
1,85,0,75,50,40,60,50,60,40,60,30,85,0,70,40,70
0,60,40,100,85,50,50,100,100,100,100,100,100,75,90,100,100
0,0,100,2,33,0,80,100,0,100,90,100,20,100,0,100,0
1,90,0,85,85,75,60,85,85,85,70,40,95,15,80,70,90
1,85,0,100,85,85,30,60,30,30,30,60,85,0,85,85,85
1,95,10,80,60,50,60,60,50,75,60,60,70,50,50,60,65
0,0,100,40,0,50,86,0,0,85,50,70,30,100,30,100,15
0,15,85,60,0,0,70,85,50,100,100,100,100,85,90,100,60
0,0,100,1,15,50,20,50,50,100,50,95,70,90,80,100,50
1,70,0,100,70,50,40,85,50,60,60,60,90,85,70,50,95
0,0,100,85,50,30,70,70,30,70,100,100,70,85,60,100,85
1,100,0,100,50,85,85,70,85,85,100,85,100,15,70,85,100
0,0,100,40,0,0,40,30,40,100,100,40,70,100,40,100,15
1,85,0,90,50,50,30,50,50,50,60,40,95,10,50,30,60
0,40,60,50,50,0,60,40,50,85,50,60,50,50,50,60,40
0,30,85,70,50,30,60,59,50,100,85,100,60,60,85,75,85
1,85,0,100,50,85,15,50,50,50,50,70,100,0,85,50,85
1,100,0,100,50,100,30,50,50,50,30,85,100,0,85,70,15
1,65,0,90,65,60,40,65,55,45,75,55,90,30,60,50,65
0,0,100,30,50,40,40,50,88,100,88,100,50,70,0,88,40
1,86,0,100,86,86,60,86,70,70,86,70,100,15,86,60,86
1,70,0,95,80,70,40,80,85,70,80,60,90,5,80,78,88
1,100,0,100,85,100,0,85,85,50,85,50,100,0,100,30,85
0,0,100,15,45,50,65,50,100,100,100,100,75,100,65,100,45
0,15,100,30,15,30,60,30,70,85,50,100,85,85,15,100,70
0,40,100,60,30,100,50,100,85,100,100,100,85,90,80,100,75
0,30,70,75,40,30,65,70,50,60,50,70,90,30,60,50,80
1,85,0,100,85,100,15,85,85,70,85,70,85,15,70,60,85
1,40,40,60,50,60,0,50,50,100,100,20,100,0,0,100,50
1,85,5,100,60,40,40,85,50,100,70,85,100,40,85,85,60
0,15,100,40,40,50,50,15,50,100,85,85,70,70,40,70,60
0,0,90,20,85,60,40,85,70,70,100,90,100,70,30,100,50
1,100,0,100,100,60,10,100,90,90,100,95,100,25,85,100,100
0,5,85,10,30,15,40,85,85,85,85,85,85,85,30,50,60
1,65,0,100,85,75,10,100,50,50,50,25,100,0,50,20,65
0,0,75,0,2,15,30,3,49,95,0,40,65,45,12,100,10
1,85,0,100,70,60,50,70,50,50,60,70,100,0,70,30,70
1,70,0,100,50,60,30,85,50,40,60,60,100,15,50,70,70
0,30,60,50,85,30,60,70,85,70,85,100,70,85,60,85,50
0,0,85,50,50,50,60,0,30,100,70,100,85,100,50,100,100
1,85,30,50,60,60,40,90,50,60,50,90,95,15,70,20,60
1,85,0,100,70,70,50,70,70,50,70,60,85,40,70,70,85
1,70,0,85,50,50,50,100,100,70,100,60,85,50,60,100,85
1,85,60,90,40,75,80,65,40,85,75,85,95,75,80,65,85
1,15,0,85,70,85,0,100,100,100,100,70,100,0,85,100,70
1,75,0,95,100,65,50,100,100,75,100,15,95,0,60,10,100
0,30,70,50,50,50,50,50,50,50,50,50,50,50,50,50,50
1,100,0,100,70,85,30,85,70,60,85,85,100,0,85,85,100
1,10,0,100,80,50,0,70,60,50,50,5,85,0,50,50,90
0,60,30,70,15,30,15,70,50,70,50,40,70,30,70,100,70
0,40,30,100,100,15,70,100,85,100,100,85,85,60,60,100,85
1,85,0,100,85,60,60,100,85,70,100,70,85,0,85,60,85
1,85,0,60,50,70,60,85,85,100,85,30,70,15,60,70,100
1,70,0,100,85,85,0,85,50,30,50,15,85,0,15,40,85
1,70,0,100,100,85,15,50,50,50,50,40,100,0,40,40,85
0,0,100,40,0,30,40,50,30,100,80,100,60,100,30,85,40
1,70,0,70,100,70,40,70,70,15,70,40,70,0,30,50,70
1,100,0,100,70,60,50,85,85,50,85,70,85,0,85,85,85
1,70,0,95,85,90,20,65,50,50,50,55,90,5,35,40,80
0,0,100,0,70,40,30,50,50,100,100,100,50,100,0,100,60
0,0,85,60,40,40,30,60,50,85,100,100,50,100,70,100,50
1,100,0,100,85,70,40,100,85,40,85,70,100,0,85,85,70
0,15,40,30,40,30,60,50,50,85,50,85,50,85,40,85,30
0,0,85,50,70,70,40,85,60,100,85,100,85,100,50,100,100
0,30,30,85,60,70,50,50,50,70,50,85,85,15,70,85,70
1,100,0,100,60,100,15,85,70,85,85,85,100,0,85,70,100
1,85,0,100,85,40,40,85,70,85,85,85,100,60,60,85,100
0,30,65,75,35,75,75,90,90,87,95,90,85,88,90,90,87
0,50,60,60,50,30,60,85,75,65,85,85,100,85,85,85,80
1,100,0,100,100,100,50,100,100,100,100,70,100,15,100,60,100
1,60,15,85,70,50,40,50,50,85,50,40,85,50,60,50,85
0,0,85,15,40,60,60,100,50,50,50,85,100,60,70,100,60
1,40,0,75,100,100,0,100,100,100,100,0,100,0,0,100,70
0,5,100,49,15,50,65,40,50,100,85,90,75,90,90,95,90
0,30,60,85,50,0,85,70,50,100,60,15,100,60,70,85,70
1,100,0,100,85,70,70,85,85,50,70,85,100,0,100,40,70
0,40,60,90,40,85,50,50,50,90,50,90,85,70,50,60,70
1,70,5,90,65,65,30,85,65,40,75,55,90,0,45,75,90
1,90,0,100,50,45,60,60,50,40,100,80,100,50,80,70,70
1,60,0,90,50,50,30,50,85,0,50,10,100,0,40,10,90
1,100,0,100,75,75,45,95,95,45,95,70,95,0,95,90,85
0,15,85,70,50,70,70,70,50,85,50,100,85,85,70,85,70
1,60,0,100,70,100,0,70,50,30,50,15,100,0,70,40,85
0,0,100,85,85,70,40,100,50,70,50,85,60,50,85,50,0
1,80,0,75,80,50,45,90,85,65,85,65,80,40,60,60,85
1,100,0,100,85,85,50,85,50,70,85,85,85,40,85,85,100
0,25,90,40,30,15,95,95,60,100,100,90,45,50,10,100,60
0,15,85,50,30,40,50,40,40,100,50,100,85,70,100,100,70
0,15,85,0,30,30,15,85,70,70,70,70,50,70,30,85,70
0,10,85,35,80,0,50,80,50,100,80,90,90,65,20,100,50
0,15,70,15,15,60,30,50,50,50,50,85,100,85,40,70,30
0,25,95,50,10,60,10,100,40,50,80,75,80,80,80,70,80
1,60,0,70,50,30,40,50,50,40,50,60,70,40,60,50,70
1,100,0,100,85,50,70,100,100,70,100,70,100,30,100,100,100
0,0,100,0,85,65,0,100,65,80,80,85,85,100,45,100,12
0,40,60,15,50,50,60,40,50,100,85,100,85,85,60,100,85
1,100,15,100,50,100,30,50,50,100,50,100,100,100,100,50,100
1,70,0,90,60,40,15,60,60,60,60,60,70,50,60,50,70
1,80,0,90,90,90,20,95,55,45,95,49,95,10,85,60,65
1,100,15,60,60,70,50,50,50,60,50,50,60,30,60,50,70
0,0,100,15,30,40,50,50,50,100,100,100,85,85,40,100,50
0,0,100,40,30,50,100,100,50,100,100,100,100,100,100,100,70
0,0,100,50,60,50,15,85,50,100,70,100,70,100,100,100,100
0,0,100,40,50,0,70,50,50,100,100,100,70,100,0,100,85
0,0,99,40,30,40,50,50,50,50,50,90,50,85,70,99,40
1,100,0,90,100,50,50,100,50,60,100,60,90,58,50,50,90
0,0,100,50,40,60,40,0,0,100,100,100,70,100,100,100,85
1,60,0,70,100,70,40,100,100,100,100,85,100,0,100,70,100
1,88,0,80,90,50,50,100,100,40,100,80,90,20,90,90,90
1,85,0,100,100,70,30,85,85,70,85,30,85,0,40,50,60
